110101199001010001|患者1|男|19|感冒|住院|20000001|30000001|13800000001
110101199001010002|患者2|女|20|咳嗽|住院|20000001|30000002|13800000002
110101199001010003|患者3|男|21|胃炎|住院|20000001|30000003|13800000003
110101199001010004|患者4|女|22|高血压|住院|20000001|30000004|13800000004
110101199001010005|患者5|男|23|糖尿病|住院|20000001|30000005|13800000005
110101199001010006|患者6|女|24|头痛|住院|20000001|30000006|13800000006
110101199001010007|患者7|男|25|骨折|住院|20000002|30000013|13800000007
110101199001010008|患者8|女|26|肺炎|住院|20000002|30000014|13800000008
110101199001010009|患者9|男|27|贫血|住院|20000002|30000015|13800000009
110101199001010010|患者10|女|28|过敏|住院|20000002|30000016|13800000010
110101199001010011|患者11|男|29|感冒|住院|20000002|30000017|13800000011
110101199001010012|张伟|女|30|咳嗽|住院|20000002|30000018|13800000012
110101199001010013|患者13|男|31|胃炎|住院|20000003|30000025|13800000013
110101199001010014|患者14|女|32|高血压|住院|20000003|30000026|13800000014
110101199001010015|患者15|男|33|糖尿病|住院|20000003|30000027|13800000015
110101199001010016|患者16|女|34|头痛|住院|20000003|30000028|13800000016
110101199001010017|患者17|男|35|骨折|住院|20000003|30000029|13800000017
110101199001010018|患者18|女|36|肺炎|住院|20000003|30000030|13800000018
110101199001010019|患者19|男|37|贫血|住院|20000004|30000037|13800000019
110101199001010020|患者20|女|38|过敏|住院|20000004|30000038|13800000020
110101199001010021|患者21|男|39|感冒|住院|20000004|30000039|13800000021
110101199001010022|患者22|女|40|咳嗽|住院|20000004|30000040|13800000022
110101199001010023|患者23|男|41|胃炎|住院|20000004|30000041|13800000023
110101199001010024|患者24|女|42|高血压|住院|20000004|30000042|13800000024
110101199001010025|患者25|男|43|糖尿病|住院|20000005|30000049|13800000025
110101199001010026|患者26|女|44|头痛|住院|20000005|30000050|13800000026
110101199001010027|患者27|男|45|骨折|住院|20000005|30000051|13800000027
110101199001010028|患者28|女|46|肺炎|住院|20000005|30000052|13800000028
110101199001010029|患者29|男|47|贫血|住院|20000005|30000053|13800000029
110101199001010030|患者30|女|48|过敏|住院|20000005|30000054|13800000030
110101199001010031|患者31|男|49|感冒|住院|20000001|30000007|13800000031
110101199001010032|患者32|女|50|咳嗽|门诊|-1|-1|13800000032
110101199001010033|患者33|男|51|胃炎|门诊|-1|-1|13800000033
110101199001010034|患者34|女|52|高血压|门诊|-1|-1|13800000034
110101199001010035|患者35|男|53|糖尿病|门诊|-1|-1|13800000035
110101199001010036|患者36|女|54|头痛|门诊|-1|-1|13800000036
110101199001010037|患者37|男|55|骨折|门诊|-1|-1|13800000037
110101199001010038|患者38|女|56|肺炎|门诊|-1|-1|13800000038
110101199001010039|患者39|男|57|贫血|门诊|-1|-1|13800000039
110101199001010040|患者40|女|58|过敏|门诊|-1|-1|13800000040
110101199001010041|患者41|男|59|感冒|门诊|-1|-1|13800000041
110101199001010042|患者42|女|60|咳嗽|门诊|-1|-1|13800000042
110101199001010043|患者43|男|61|胃炎|门诊|-1|-1|13800000043
110101199001010044|患者44|女|62|高血压|门诊|-1|-1|13800000044
110101199001010045|张伟|男|63|糖尿病|门诊|-1|-1|13800000045
110101199001010046|患者46|女|64|头痛|门诊|-1|-1|13800000046
110101199001010047|患者47|男|65|骨折|门诊|-1|-1|13800000047
110101199001010048|患者48|女|66|肺炎|门诊|-1|-1|13800000048
110101199001010049|患者49|男|67|贫血|门诊|-1|-1|13800000049
110101199001010050|患者50|女|68|过敏|门诊|-1|-1|13800000050
110101199001010051|患者51|男|69|感冒|门诊|-1|-1|13800000051
110101199001010052|患者52|女|70|咳嗽|门诊|-1|-1|13800000052
110101199001010053|患者53|男|71|胃炎|门诊|-1|-1|13800000053
110101199001010054|患者54|女|72|高血压|门诊|-1|-1|13800000054
110101199001010055|患者55|男|73|糖尿病|门诊|-1|-1|13800000055
110101199001010056|患者56|女|74|头痛|门诊|-1|-1|13800000056
110101199001010057|患者57|男|75|骨折|门诊|-1|-1|13800000057
110101199001010058|患者58|女|76|肺炎|门诊|-1|-1|13800000058
110101199001010059|患者59|男|77|贫血|门诊|-1|-1|13800000059
110101199001010060|患者60|女|78|过敏|门诊|-1|-1|13800000060
110101199001010061|患者61|男|79|感冒|门诊|-1|-1|13800000061
110101199001010062|患者62|女|80|咳嗽|门诊|-1|-1|13800000062
110101199001010063|患者63|男|81|胃炎|门诊|-1|-1|13800000063
110101199001010064|患者64|女|82|高血压|门诊|-1|-1|13800000064
110101199001010065|患者65|男|83|糖尿病|门诊|-1|-1|13800000065
110101199001010066|患者66|女|84|头痛|门诊|-1|-1|13800000066
110101199001010067|患者67|男|85|check|门诊|-1|-1|13800000067
110101199001010068|患者68|女|86|肺炎|门诊|-1|-1|13800000068
110101199001010069|患者69|男|87|贫血|门诊|-1|-1|13800000069
110101199001010070|患者70|女|18|过敏|门诊|-1|-1|13800000070
110101199001010071|患者71|男|19|感冒|门诊|-1|-1|13800000071
110101199001010072|患者72|女|20|咳嗽|门诊|-1|-1|13800000072
110101199001010073|患者73|男|21|胃炎|门诊|-1|-1|13800000073
110101199001010074|患者74|女|22|高血压|门诊|-1|-1|13800000074
110101199001010075|患者75|男|23|糖尿病|门诊|-1|-1|13800000075
110101199001010076|患者76|女|24|头痛|门诊|-1|-1|13800000076
110101199001010077|患者77|男|25|骨折|门诊|-1|-1|13800000077
110101199001010078|李娜|女|26|肺炎|门诊|-1|-1|13800000078
110101199001010079|患者79|男|27|贫血|门诊|-1|-1|13800000079
110101199001010080|患者80|女|28|过敏|门诊|-1|-1|13800000080
110101199001010081|患者81|男|29|感冒|门诊|-1|-1|13800000081
110101199001010082|患者82|女|30|咳嗽|门诊|-1|-1|13800000082
110101199001010083|患者83|男|31|胃炎|门诊|-1|-1|13800000083
110101199001010084|患者84|女|32|高血压|门诊|-1|-1|13800000084
110101199001010085|患者85|男|33|糖尿病|门诊|-1|-1|13800000085
110101199001010086|患者86|女|34|头痛|门诊|-1|-1|13800000086
110101199001010087|患者87|男|35|骨折|门诊|-1|-1|13800000087
110101199001010088|患者88|女|36|肺炎|门诊|-1|-1|13800000088
110101199001010089|患者89|男|37|贫血|门诊|-1|-1|13800000089
110101199001010090|患者90|女|38|过敏|门诊|-1|-1|13800000090
110101199001010091|患者91|男|39|感冒|门诊|-1|-1|13800000091
110101199001010092|患者92|女|40|咳嗽|门诊|-1|-1|13800000092
110101199001010093|患者93|男|41|胃炎|门诊|-1|-1|13800000093
110101199001010094|患者94|女|42|高血压|门诊|-1|-1|13800000094
110101199001010095|患者95|男|43|糖尿病|门诊|-1|-1|13800000095
110101199001010096|患者96|女|44|头痛|门诊|-1|-1|13800000096
110101199001010097|患者97|男|45|骨折|门诊|-1|-1|13800000097
110101199001010098|患者98|女|46|肺炎|门诊|-1|-1|13800000098
110101199001010099|患者99|男|47|贫血|门诊|-1|-1|13800000099
110101199001010100|患者100|女|48|过敏|门诊|-1|-1|13800000100
110101199001010101|李娜|男|49|感冒|门诊|-1|-1|13800000101
110101199001010102|患者102|女|50|咳嗽|门诊|-1|-1|13800000102
110101199001010103|患者103|男|51|胃炎|门诊|-1|-1|13800000103
110101199001010104|患者104|女|52|高血压|门诊|-1|-1|13800000104
110101199001010105|患者105|男|53|糖尿病|门诊|-1|-1|13800000105
110101199001010106|患者106|女|54|头痛|门诊|-1|-1|13800000106
110101199001010107|患者107|男|55|骨折|门诊|-1|-1|13800000107
110101199001010108|患者108|女|56|肺炎|门诊|-1|-1|13800000108
110101199001010109|患者109|男|57|贫血|门诊|-1|-1|13800000109
110101199001010110|患者110|女|58|过敏|门诊|-1|-1|13800000110
110101199001010111|患者111|男|59|感冒|门诊|-1|-1|13800000111
110101199001010112|患者112|女|60|咳嗽|门诊|-1|-1|13800000112
110101199001010113|患者113|男|61|胃炎|门诊|-1|-1|13800000113
110101199001010114|患者114|女|62|高血压|门诊|-1|-1|13800000114
110101199001010115|患者115|男|63|糖尿病|门诊|-1|-1|13800000115
110101199001010116|患者116|女|64|头痛|门诊|-1|-1|13800000116
110101199001010117|患者117|男|65|骨折|门诊|-1|-1|13800000117
110101199001010118|患者118|女|66|肺炎|门诊|-1|-1|13800000118
110101199001010119|患者119|男|67|贫血|门诊|-1|-1|13800000119
110101199001010120|患者120|女|68|过敏|门诊|-1|-1|13800000120
110101199001010121|患者121|男|69|感冒|门诊|-1|-1|13800000121
110101199001010122|患者122|女|70|咳嗽|门诊|-1|-1|13800000122
110101199001010123|患者123|男|71|胃炎|门诊|-1|-1|13800000123
110101199001010124|患者124|女|72|高血压|门诊|-1|-1|13800000124
110101199001010125|患者125|男|73|糖尿病|门诊|-1|-1|13800000125
110101199001010126|患者126|女|74|头痛|门诊|-1|-1|13800000126
110101199001010127|患者127|男|75|骨折|门诊|-1|-1|13800000127
110101199001010128|患者128|女|76|肺炎|门诊|-1|-1|13800000128
110101199001010129|患者129|男|77|贫血|门诊|-1|-1|13800000129
110101199001010130|患者130|女|78|过敏|门诊|-1|-1|13800000130
123456789|未填写|未填|0|没病|门诊|-1|-1|未填写
