30000001|20000001|1|110101199001010001
30000002|20000001|1|110101199001010002
30000003|20000001|1|110101199001010003
30000004|20000001|1|110101199001010004
30000005|20000001|1|110101199001010005
30000006|20000001|1|110101199001010006
30000007|20000001|1|110101199001010031
30000008|20000001|0|-1
30000009|20000001|0|-1
30000010|20000001|0|-1
30000011|20000001|0|-1
30000012|20000001|0|-1
30000013|20000002|1|110101199001010007
30000014|20000002|1|110101199001010008
30000015|20000002|1|110101199001010009
30000016|20000002|1|110101199001010010
30000017|20000002|1|110101199001010011
30000018|20000002|1|110101199001010012
30000019|20000002|0|-1
30000020|20000002|0|-1
30000021|20000002|0|-1
30000022|20000002|0|-1
30000023|20000002|0|-1
30000024|20000002|0|-1
30000025|20000003|1|110101199001010013
30000026|20000003|1|110101199001010014
30000027|20000003|1|110101199001010015
30000028|20000003|1|110101199001010016
30000029|20000003|1|110101199001010017
30000030|20000003|1|110101199001010018
30000031|20000003|0|-1
30000032|20000003|0|-1
30000033|20000003|0|-1
30000034|20000003|0|-1
30000035|20000003|0|-1
30000036|20000003|0|-1
30000037|20000004|1|110101199001010019
30000038|20000004|1|110101199001010020
30000039|20000004|1|110101199001010021
30000040|20000004|1|110101199001010022
30000041|20000004|1|110101199001010023
30000042|20000004|1|110101199001010024
30000043|20000004|0|-1
30000044|20000004|0|-1
30000045|20000004|0|-1
30000046|20000004|0|-1
30000047|20000004|0|-1
30000048|20000004|0|-1
30000049|20000005|1|110101199001010025
30000050|20000005|1|110101199001010026
30000051|20000005|1|110101199001010027
30000052|20000005|1|110101199001010028
30000053|20000005|1|110101199001010029
30000054|20000005|1|110101199001010030
30000055|20000005|0|-1
30000056|20000005|0|-1
30000057|20000005|0|-1
30000058|20000005|0|-1
30000059|20000005|0|-1
30000060|20000005|0|-1
30000061|20000006|0|-1
30000062|20000006|0|-1
30000063|20000006|0|-1
30000064|20000006|0|-1
30000065|20000006|0|-1
30000066|20000006|0|-1
30000067|20000006|0|-1
30000068|20000006|0|-1
30000069|20000006|0|-1
30000070|20000006|0|-1
30000071|20000006|0|-1
30000072|20000006|0|-1
30000073|20000007|0|-1
30000074|20000007|0|-1
30000075|20000007|0|-1
30000076|20000007|0|-1
30000077|20000007|0|-1
30000078|20000007|0|-1
30000079|20000007|0|-1
30000080|20000007|0|-1
30000081|20000007|0|-1
30000082|20000007|0|-1
30000083|20000007|0|-1
30000084|20000007|0|-1
30000085|20000008|0|-1
30000086|20000008|0|-1
30000087|20000008|0|-1
30000088|20000008|0|-1
30000089|20000008|0|-1
30000090|20000008|0|-1
30000091|20000008|0|-1
30000092|20000008|0|-1
30000093|20000008|0|-1
30000094|20000008|0|-1
30000095|20000008|0|-1
30000096|20000008|0|-1
30000097|20000009|0|-1
30000098|20000009|0|-1
30000099|20000009|0|-1
30000100|20000009|0|-1
30000101|20000009|0|-1
30000102|20000009|0|-1
30000103|20000009|0|-1
